Date of Inventory Valuation,Time of Inventory Valuation,Date Inventory Received,Time Inventory Received,Invoice ID,Invoice Line #,State Tracking ID,Batch,Receiving License,Product Type,Subtype,Brand,Product Name,Classification,Tier,Available,Reserved,Packed & Ready,Unit Cost,Amount,Unit of Measure,Total Cost,Unit Price,Potential Gross Sales,Location,Date Last Received,Time Last Received,Packaged Date,External Invoice ID,Manifest #,Harvest Batch,Production Batch #,Attributes,Product Barcodes,Inventory Barcodes,Distributor,Distributor License,Harvest Date,Manufacture Date,Expiration Date,Lab Testing State,Total Mg THC,Total Mg CBD,Size,Extraction Method,External ID,Inventory Type,Alpha Bisabolol Lab Result,Alpha Humulene Lab Result,Alpha Pinene Lab Result,Beta Caryophyllene Lab Result,Beta Myrcene Lab Result,Beta Pinene Lab Result,Caryophyllene Lab Result,Cbd Lab Result,Cbda Lab Result,Cbg Lab Result,Cbn Lab Result,Eucalyptol Lab Result,Limonene Lab Result,Linalool Lab Result,Thc Lab Result,Thca Lab Result
"07/27/2025","08:13 AM","04/11/2025","13:45:14","5dbe55b2-25b6-494d-8c59-9421cefbeb50","c4176841-4f24-48db-8e9e-f6e443bd2d4c","1A411030000206D000037066","89K0H","RE000727","CARTRIDGE","ALL-IN-ONE","FERNWAY","FERNWAY LAVENDER DREAM 2G DISPOSABLE","INDICA","","33.000000","0.000000","0.000000","38.000000","2","GRAMS","1254.000000000000","95.0","3135.0","A. LIVE ADULT USE PRODUCTS","04/11/2025","13:55:02","04/10/2025","(AU)","","","","DISPOSABLE","","LET","FERNWAY GARDEN STATE LLC","M000074","","","08/24/2025","","","","2 G","","e8dff0b9-91c0-4483-ab94-cc9275e46855","ADULT",,,,0.14 %,0.72 %,,,,,2.59 %,0.33 %,,1.19 %,,84.74 %,
"07/27/2025","08:13 AM","06/30/2025","16:48:51","457b8f76-2243-4d35-9ebf-28c2e4097a78","3343fd0d-4aca-4be6-89b7-4ce2b5f50dd6","A29ISWTQ1HF1EUOHB2FEKX6B","RMPVX","","MERCH","ROLLING PAPERS","CANNABIS COLLECTIVE CO.","CANNABIS COLLECTIVE CO. 1 1/4 ROLLING PAPERS","","","25.000000","0.000000","0.000000","0.600000","","","15.000000000000","1.5","37.5","ANCILLARY","06/30/2025","16:55:04","","","","","","","","wVW","RIPT ACCESSORIES","","","","","","","","ONE SIZE","","39951e67-fc01-45d8-ace5-ef7208c2c2d2","ALL",
"07/27/2025","08:13 AM","07/22/2025","16:19:45","6368dc93-537a-4fd5-9060-15fc2d3b79e0","5e93796e-cfea-4736-b702-1743d70df122","ABC110300003201000017774","JPTPX","RE000727","EDIBLE","GUMMY","MEGA","MEGA 1:1 100MG CBC:100MG THC STRAWBERRY LEMONADE","SATIVA","","80.000000","0.000000","0.000000","8.000000","100","MILLIGRAMS","640.000000000000","16.0","1280.0","BACKSTOCK ADULT USE","07/22/2025","16:20:57","07/18/2025","#1030915","0001105554","","","GUMMY,RATIO,MEGA","","kNE","MPX NEW JERSEY LLC ℅ GRÖN","MC000000001","","","12/24/2025","","100.0","","100 MG","","100fd1af-e2e7-4805-b971-eec76a552001","ADULT",
"07/27/2025","08:13 AM","07/22/2025","16:19:45","6368dc93-537a-4fd5-9060-15fc2d3b79e0","8090b468-d481-40e7-b061-24f59bbc6ddd","ABC110300003201000017769","EDCX6","RE000727","EDIBLE","GUMMY","MEGA","MEGA 100MG 2PC CHERRY LIMEADE INDICA","INDICA","","40.000000","0.000000","0.000000","8.000000","100","MILLIGRAMS","320.000000000000","16.0","640.0","BACKSTOCK ADULT USE","07/22/2025","16:20:57","07/18/2025","#1030915","0001105554","","","GUMMY,MEGA","","3p0","MPX NEW JERSEY LLC ℅ GRÖN","MC000000001","","","12/26/2025","","100.0","","100 MG","","6962d284-249c-4ffc-ba94-2370f24198ac","ADULT",
"07/27/2025","08:13 AM","07/22/2025","16:19:45","6368dc93-537a-4fd5-9060-15fc2d3b79e0","93824380-e47e-407e-9620-4d66aa57e77c","ABC110300003201000017773","53RAI","RE000727","EDIBLE","GUMMY","MEGA","MEGA 1:1 CBN:THC 100MG BLACKBERRY GUMMIES","INDICA","","40.000000","0.000000","0.000000","8.000000","100","MILLIGRAMS","320.000000000000","16.0","640.0","BACKSTOCK ADULT USE","07/22/2025","16:20:57","07/18/2025","#1030915","0001105554","","","GUMMY,MEGA,RATIO","","xix","MPX NEW JERSEY LLC ℅ GRÖN","MC000000001","","","12/24/2025","","100.0","","100 MG","","af8746b2-c83e-44dc-aa34-174e0642ce03","ADULT",
"07/27/2025","08:13 AM","07/22/2025","16:19:45","6368dc93-537a-4fd5-9060-15fc2d3b79e0","04b3c3e0-7722-4288-b4d3-ea8cf65eff72","ABC110300003201000017772","K2OT8","RE000727","EDIBLE","GUMMY","PEARLS","GRÖN PEARLS WATERMELON 100MG 10PK","INDICA","","30.000000","0.000000","0.000000","8.250000","100","MILLIGRAMS","247.500000000000","22.0","660.0","A. LIVE ADULT USE PRODUCTS","07/22/2025","16:20:57","07/18/2025","#1030915","0001105554","","","GUMMY","","ksi","MPX NEW JERSEY LLC ℅ GRÖN","MC000000001","","","09/06/2025","","100.0","","100 MG","","ada84296-ff1c-4c03-847a-18795decd950","ADULT",
"07/27/2025","08:13 AM","06/05/2025","10:07:28","e83f0a81-faa5-4d56-a3aa-5df16b4f0c37","eb122af7-8319-4f5f-a2aa-f7902dfc6a83","1A4110300000002000153205","V3DFQ","RE000727","PREROLL","FLOWER","LOWELL","LOWELL QUICKS 3.5G 10PK THE BOSS HYBRID BLEND PREROLLS","HYBRID","","4.000000","0.000000","0.000000","20.000000","3.5","GRAMS","80.000000000000","50.0","200.0","A. LIVE ADULT USE PRODUCTS","06/05/2025","10:34:53","05/20/2025","# 990626 ( AU ) ","0001073784","","","EUPHORIC,RELAXED,CREATIVE,MULTI-PACK,SWEET,SPICY,EARTHY","","b8O","ASCEND NEW JERSEY","9292020","","","11/20/2025","","","","3.5 G","","c6a4ab0e-060d-452f-92a4-6156c6cefc77","ADULT",0.07 %,0.08 %,0.13 %,0.25 %,0.14 %,0.13 %,,0.04 %,0.05 %,0.17 %,,,0.69 %,,25.24 %,27.88 %
"07/27/2025","08:13 AM","07/10/2025","14:28:28","007c4b1c-eb7f-44e8-8dfe-a014753dbc09","d5c9efb4-09c5-432d-b5cd-42babcb2b0b2","1A41103000002BF000130602","16BTM","RE000727","CARTRIDGE","510 THREAD","LEGEND","LEGEND 1G TANGY LEMON KUSH CARTRIDGE","SATIVA","","19.000000","0.000000","0.000000","22.500000","1","GRAMS","427.500000000000","60.0","1140.0","A. LIVE ADULT USE PRODUCTS","07/10/2025","14:36:18","06/06/2025","#6893(AU)","0001096784","","","CARTRIDGE","","vdK","TERRASCEND NJ","MM000005","","","11/15/2025","","","","1 G","","b0c8fc84-36c7-4856-97c0-a6b6343ea440","ADULT",0.04 %,0.14 %,0.22 %,0.46 %,0.2 %,0.1 %,,0.27 %,,3.31 %,0.32 %,,0.6 %,,86.69 %,
"07/27/2025","08:13 AM","06/25/2025","12:18:10","3a5c20d4-4432-4398-adb2-980be12823c0","c41b0fee-c2be-4a7b-b190-392c3c38758e","1A4110300007595000007011","QAF2S","RE000727","PREROLL","FLOWER","PRE-ROLL KING OF JERSEY","JERSEY JOINTS ORIGINALS 3.5G 5PK STRAWBERRY FUMEZ PREROLL","HYBRID","","6.000000","0.000000","0.000000","20.501155","3.5","GRAMS","123.006930000000","55.0","330.0","A. LIVE ADULT USE PRODUCTS","06/25/2025","12:40:29","06/18/2025","#250384","0001087144","","","MULTI-PACK","","XAc","GLASS MEADOWS MANUFACTURING","N000245","","","10/29/2025","","","","3.5 G","","e112fa9e-6f5a-4962-9ffb-53fa8bf845ba","ADULT",,0.1 %,0.02 %,0.49 %,0.22 %,0.02 %,,,,0.43 %,,,0.2 %,,24.69 %,27.55 %
"07/27/2025","08:13 AM","06/26/2025","13:29:37","1c6827d0-5a37-45e7-8864-9082caea62e4","45c80707-43d4-43ca-b961-5ecbea27515b","1A4110300000002000158139","B5TTH","RE000727","PREROLL","FLOWER","LOWELL","LOWELL 3.5G 6PK THE HAPPY HYBRID BLEND PREROLL","HYBRID","","21.000000","0.000000","0.000000","20.000000","3.5","GRAMS","420.000000000000","50.0","1050.0","A. LIVE ADULT USE PRODUCTS","06/26/2025","13:34:04","06/18/2025","#1010962","0001086739","","","PREROLL,LOWELL,THE HAPPY HYBRID BLEND,MULTI-PACK","","3b4","ASCEND NEW JERSEY","9292020","","","12/19/2025","","","","3.5 G","","c9b8088a-8ea3-4b5b-8ba5-12768466f048","ADULT",0.02 %,0.06 %,0.02 %,0.26 %,0.22 %,0.03 %,,0.04 %,0.04 %,0.12 %,,,0.27 %,,23.21 %,25.47 %
"07/27/2025","08:13 AM","06/05/2025","10:07:28","e83f0a81-faa5-4d56-a3aa-5df16b4f0c37","cc5d7d0a-1c83-477a-8c80-0ed9fb20b749","1A4110300000002000153212","KSSRD","RE000727","PREROLL","FLOWER","MISS GRASS","MISS GRASS 8G 20PK QUIET TIMES SPARKS PARTY PACK PREROLLS","INDICA","","18.000000","0.000000","0.000000","50.000000","8","GRAMS","900.000000000000","110.0","1980.0","A. LIVE ADULT USE PRODUCTS","06/05/2025","10:34:53","05/28/2025","# 990626 ( AU ) ","0001073784","","","SENSUAL,CALMING,CONNECTED,MULTI-PACK,CHAMOMILE,LAVENDER,SPICE","","cYM","ASCEND NEW JERSEY","9292020","","","11/28/2025","","","","8 G","","f5f4e192-7aa7-4414-adf5-938082d749fa","ADULT",0.08 %,0.15 %,0.03 %,0.51 %,0.05 %,0.04 %,,,,0.07 %,,,0.3 %,,19.15 %,21.13 %
"07/27/2025","08:13 AM","06/24/2025","11:05:09","971dc575-c23c-48cb-9607-e0edc5d3d468","11e1be16-5a27-4581-bf0c-474155a71bb4","1A4110300003201000016187","JK6T6","RE000727","EDIBLE","GUMMY","PEARLS","GRÖN PEARLS 200MG 10PK 2:1:1 TANGELO THC:CBC:CBG","SATIVA","","22.000000","0.000000","0.000000","16.000000","100","MILLIGRAMS","352.000000000000","32.0","704.0","A. LIVE ADULT USE PRODUCTS","06/24/2025","11:14:49","06/23/2025","# 1005134","0001086067","","","SATIVA,PEARLS TANGELO 2:1:1 THC:CBC:CBG 10PK,THC,PEARLS,GUMMY,CBG,EDIBLE,RATIO,GRÖN PEARLS 200MG 10PK 2:1:1 TANGELO THC:CBC:CBG,CBC","","4MY","MPX NEW JERSEY LLC ℅ GRÖN","MC000000001","","","09/30/2025","","100.0","","100 MG","","d379fa62-850f-415d-b6d4-2f23ae2db9b7","ADULT",
"07/27/2025","08:13 AM","07/02/2025","14:45:31","bc834479-a120-4818-9d16-7f00152740ca","2b218b92-fe42-4291-809c-2e70fb9926db","1A4110300001CE9000224730","0JYR3","RE000727","FLOWER","PRE-PACK","RYTHM","RYTHM 3.5G ANIMAL FACE FLOWER","INDICA","","12.000000","0.000000","0.000000","27.500000","3.5","GRAMS","330.000000000000","55.0","660.0","A. LIVE ADULT USE PRODUCTS","07/02/2025","15:05:51","07/01/2025","# 213213","0001091753","","","TOP SHELF,EARTHY,HERBAL,SWEET,NUT,DIESEL","","K8m","GREEN THUMB INDUSTRIES","","","","12/11/2025","","","","3.5 G","","dc2b0a02-f458-4a79-8054-5b9b1cf3ccfb","ADULT",0.06 %,0.19 %,0.05 %,0.81 %,0.34 %,0.06 %,,,,0.24 %,,,0.57 %,,27.07 %,30.21 %
"07/27/2025","08:13 AM","05/13/2025","12:05:27","67483875-b22f-4476-a442-2140d5d6afa1","344717f2-3944-4732-9c74-37532bceb2b7","1A41103000000CA000127081","LI3Y9","RE000727","CARTRIDGE","DISTILLATE","SIMPLY HERB","SIMPLY HERB DUNGEONS & DRAGONFRUIT 1G CARTRIDGE","HYBRID","","5.000000","0.000000","0.000000","17.500000","1","GRAMS","87.500000000000","40.0","200.0","A. LIVE ADULT USE PRODUCTS","05/13/2025","12:05:47","04/09/2025","#972357 (AU)","#1057882","","","CARTRIDGE","","rXF","ASCEND NEW JERSEY","9292020","","","04/09/2026","","","","1 G","","3ad58b76-5673-4868-8f7f-c0ea4b905730","ADULT",0.22 %,0.04 %,0.25 %,1.52 %,1.47 %,0.31 %,,,,2.78 %,,,2.24 %,,82.72 %,
"07/27/2025","08:13 AM","07/02/2025","14:45:31","bc834479-a120-4818-9d16-7f00152740ca","6c890792-76f0-44b2-a092-769c6fefd091","1A4110300001CE9000224717","1A3DB","RE000727","EDIBLE","CHOCOLATE","INCREDIBLES","INCREDIBLES STRAWBERRY CRUNCH BAR 100 MG","SATIVA","","17.000000","0.000000","0.000000","10.000000","100","MILLIGRAMS","170.000000000000","35.0","595.0","A. LIVE ADULT USE PRODUCTS","07/02/2025","15:05:51","07/01/2025","# 213213","0001091753","","","CHOCOLATE","","hzb","GREEN THUMB INDUSTRIES","","","","12/10/2025","","100.0","","100 MG","","4f44171c-2090-4ee3-8dc5-c65c4d9828d1","ADULT",
"07/27/2025","08:13 AM","12/13/2024","20:10:01","608b69e8-8d8e-481c-b9d3-a2f9f9828352","530a122f-9cf4-48cf-bf27-e10a4716bbde","53N10VMC7B0NJAF1SZO2MJ62","0PJU8-1-1-1","","MERCH","HAT","SOLED OUT","RIPT ( SNAPBACK )","","","24.000000","0.000000","0.000000","15.000000","","","360.000000000000","42.0","1008.0","PROMO ITEMS","12/13/2024","21:12:43","","","","","","","","BlS","IN-HOUSE PURCHASE_RIPT","","","","","","","","ONE SIZE","","54702d18-3ff4-4ef7-88e0-34231b555bb7","ALL",
"07/27/2025","08:13 AM","04/16/2025","12:23:27","208a5682-1d46-43e3-8087-4b3cc295b861","e25e6a6c-e7c0-4f62-8332-b61904e0de75","YZ1OAY9L0FXWQ888X85AVJHD","KJRMF","","MERCH","ROLLING PAPERS","BLAZY SUSAN","BLAZY SUSAN | PINK 1 1/4 SIZE","","","32.000000","0.000000","0.000000","0.588114","","","18.819648000000","3.0","96.0","ANCILLARY","04/17/2025","18:54:43","","#1109 (Merch)","","","","MERCH","RP689KS","qoR","SMOKE SOURCE WHOLESALE","","","","","","","","ONE SIZE","","0990ac3b-bffb-49c1-b8ba-01c2e881d692","ALL",
"07/27/2025","08:13 AM","06/18/2025","15:26:04","108095af-fb39-4131-932e-851217bfa617","264768e0-8827-4ffc-993d-833253ecb1b7","1A41103000034BD000005321","236I5","RE000727","CARTRIDGE","READY TO USE","THE GROWFATHER","THE GROWFATHER 1G PEACHES & CREAM RUNTZ CRYO LIQUID DIAMOND DISPOSABLE - 1 G","I/S","","5.000000","0.000000","0.000000","30.000000","1","GRAMS","150.000000000000","60.0","300.0","A. LIVE ADULT USE PRODUCTS","06/18/2025","15:35:00","06/17/2025","# 0000619","0001083174","","","LIQUID DIAMOND,DISPOSABLE","","Auw","LITTLE LEAF LABS LLC","M000090","","","","","","","1 G","","612c76ba-1902-4471-8af6-bfcda26e37a4","ADULT",
"07/27/2025","08:13 AM","07/15/2025","16:15:23","d5d35f9a-7518-4a50-8916-a66bfecc2ef1","6d4d7942-1c89-40ba-807a-42aeec90c835","1A4110300000002000161770","GZ1JV-ADJ-1","RE000727","PREROLL","FLOWER","LOWELL","LOWELL QUICKS 3.5G 10PK SHORE THING SATIVA BLEND-PRE-ROLLS","SATIVA","","2.000000","0.000000","0.000000","22.000000","3.5","GRAMS","44.000000000000","50.0","100.0","A. LIVE ADULT USE PRODUCTS","07/15/2025","16:27:06","07/02/2025","#1024958","0001097449","","","MULTI-PACK","","GnZ","ASCEND NEW JERSEY","9292020","","","01/02/2026","","","","3.5 G","","cdb300c3-990f-4f38-a133-50f05de66461","ADULT",0.02 %,0.14 %,0.04 %,0.39 %,0.41 %,0.06 %,,0.08 %,0.1 %,0.18 %,,,0.43 %,,29.16 %,32.02 %
"07/27/2025","08:13 AM","06/30/2025","16:48:51","457b8f76-2243-4d35-9ebf-28c2e4097a78","08970df3-7caf-4fb1-af69-095e5348d023","QEEI71AAP0FB8B1OK3TLDSRA","UA7QD","","MERCH","ROLLING PAPERS","CANNABIS COLLECTIVE CO.","CANNABIS COLLECTIVE CO. 1 1/4 ROLLING PAPERS","","","16.000000","0.000000","0.000000","0.600000","","","9.600000000000","1.5","24.0","ANCILLARY","06/30/2025","16:55:04","","","","","","","","aMN","RIPT ACCESSORIES","","","","","","","","ONE SIZE","","39951e67-fc01-45d8-ace5-ef7208c2c2d2","ALL",
"07/27/2025","08:13 AM","04/16/2025","12:23:27","208a5682-1d46-43e3-8087-4b3cc295b861","bf3492d2-28f3-444a-a0cf-f8c7c8e09518","R8XU87SNISS5HTUVTQ5E69X1","81WYV","","MERCH","ROLLING PAPERS","OCB","OCB KING SLIM UNBLEACHED ORGANIC HEMP ROLLING PAPERS","","","11.000000","0.000000","0.000000","1.845396","","","20.299356000000","4.0","44.0","ANCILLARY","04/17/2025","18:54:43","","#1109 (Merch)","","","","MERCH","CC-OCB-HEMP-KS-PAPERS-24","Hq9","SMOKE SOURCE WHOLESALE","","","","","","","","ONE SIZE","","40389b27-a415-42d3-9fe5-382a622e312b","ALL",
"07/27/2025","08:13 AM","04/03/2025","11:14:56","e713374f-e6cf-4b89-83a1-361da56d1316","857a0f4e-deeb-45b1-9fa7-7c4a7c3a6f50","X94A8DFF012ITEJFPIMGS0T5","4NC5M","","MERCH","OTHER","BAILEYS","BAILEY'S NO MORE ITCHIES PROBIOTIC DOG CHEWS","","","1.000000","0.000000","0.000000","12.500000","","","12.500000000000","25.0","25.0","A. LIVE ADULT USE PRODUCTS","04/03/2025","14:06:29","","# 0669 (CBD)","","","","","","fCV","BAILEY'S CBD","0000000000001","","","12/16/2026","","","","ONE SIZE","","c0d299f0-9469-4d54-8af1-f3622cde719a","ALL",
"07/27/2025","08:13 AM","07/02/2025","14:45:31","bc834479-a120-4818-9d16-7f00152740ca","37ea5a0e-b417-4749-81e4-1f0bb51d8951","1A4110300001CE9000224726","F8XFY","RE000727","FLOWER","PRE-PACK SMALLS","RYTHM","RYTHM 7G WHITE DURBAN POPCORN","SATIVA","","18.000000","0.000000","0.000000","29.990000","7","GRAMS","539.820000000000","95.0","1710.0","A. LIVE ADULT USE PRODUCTS","07/02/2025","15:05:51","07/01/2025","# 213213","0001091753","","","BIG BAGS","","ZCN","GREEN THUMB INDUSTRIES","","","","11/15/2025","","","","7 G","","cb8dd873-8afd-448b-9295-6e952f4b8d2e","ADULT",,0.05 %,0.11 %,0.23 %,0.33 %,0.12 %,,,,0.48 %,,,0.21 %,,24.43 %,27.07 %
"07/27/2025","08:13 AM","06/10/2025","13:37:36","ec582219-a857-4cd2-b033-520b1b5b9267","a0df3e77-2565-4ea8-8ea8-f43caa5499fe","1A4110300001CE9000214545","8PDSK","RE000727","FLOWER","PRE-PACK","RYTHM","RYTHM 3.5G DURBAN Z FLOWER","S/I","","21.000000","0.000000","0.000000","27.500000","3.5","GRAMS","577.500000000000","55.0","1155.0","A. LIVE ADULT USE PRODUCTS","06/10/2025","14:09:14","06/05/2025","# 209983","0001075107","","","SWEET SPOT","","eui","GREEN THUMB INDUSTRIES","","","","11/22/2025","","","","3.5 G","","d67ffeba-87ed-4d4c-8213-03d01e3167b2","ADULT",,0.06 %,0.14 %,0.24 %,0.35 %,0.14 %,,,,0.65 %,,,0.27 %,,24.31 %,25.78 %
"07/27/2025","08:13 AM","06/25/2025","12:18:10","3a5c20d4-4432-4398-adb2-980be12823c0","5f1ef7b0-1a2f-44ed-af6b-f3d8f72d166f","1A4110300007595000007013","HXB0B","RE000727","PREROLL","FLOWER","PRE-ROLL KING OF JERSEY","DIRTY JERSEYS 2.5G 5PK SUPER LEMON HAZE W/GREASE BUCKET BEACH SAND INFUSED PREROLL","SATIVA","","14.000000","0.000000","0.000000","22.364897","2.5","GRAMS","313.108558000000","60.0","840.0","A. LIVE ADULT USE PRODUCTS","06/25/2025","12:40:29","06/18/2025","#250384","0001087144","","","INFUSED,MULTI-PACK","","i9z","GLASS MEADOWS MANUFACTURING","N000245","","","11/27/2025","","","","2.5 G","","22cf2f76-2335-4f3a-8828-53046eb2d625","ADULT",,0.14 %,0.05 %,0.51 %,0.17 %,0.04 %,,,,0.34 %,,,0.22 %,,29.33 %,31.44 %
"07/27/2025","08:13 AM","06/25/2025","12:18:10","3a5c20d4-4432-4398-adb2-980be12823c0","b8392ed1-1ab3-42a1-8ac4-0b35e4cc9c40","1A4110300007595000009998","VV9AD","RE000727","CARTRIDGE","OTHER","JERSEY SAUCE BOSS","JERSEY SAUCE BOSS SAMPLE 0.5G STRAWBERRY COTTON CANDY LIVE RESIN SAUCE DISPOSABLE - 0.5 G","","","3.000000","0.000000","0.000000","0.000373","0.5","GRAMS","0.001119000000","0.01","0.03","EMPLOYEE SAMPLES","06/25/2025","12:40:29","06/18/2025","#250384","0001087144","","","","","gds","GLASS MEADOWS MANUFACTURING","N000245","","","","","","","0.5 G","","12c4fd30-125a-40cd-b7d1-e1b741f7d99c","ADULT",,0.25 %,0.12 %,0.89 %,1.34 %,0.08 %,,,,1.88 %,,,0.75 %,,78.04 %,13.12 %
"07/27/2025","08:13 AM","07/21/2025","12:17:40","3cfbb024-6d5d-4353-8482-74e257c82dc8","5b0c3d72-90d6-4212-8d66-005f1f54e638","1A411030000238D000090358","I46XE","RE000727","FLOWER","PRE-PACK","GARDEN GREENS","GARDEN GREENS 3.5G RAINBOW GUAVA FLOWER","SATIVA","","64.000000","0.000000","0.000000","25.500000","3.5","GRAMS","1632.000000000000","60.0","3840.0","BACKSTOCK ADULT USE","07/21/2025","12:27:03","07/18/2025","# 4824","0001103589","","","EUPHORIC,UPLIFTING,CREATIVITY,TOP SHELF,CITRUS,SWEET,FRUITY","","gpi","GARDEN GREENS NJ","mc000000001","","","07/24/2026","","","","3.5 G","","257f9c9f-7a54-49c0-b445-f39dc5ffbfe1","ADULT",0.08 %,0.1 %,0.06 %,0.43 %,0.42 %,0.07 %,,,,0.54 %,,,0.75 %,,34.11 %,38.68 %
"07/27/2025","08:13 AM","06/26/2025","13:37:45","985c8084-f90b-42ae-9b28-0ccee8e087e9","866fc098-ea3c-4e5c-8b6b-e0fc7f0566db","1A4110300006339000024965","SUJKR","RE000727","EDIBLE","GUMMY","WYLD","WYLD 100MG 10PK MARIONBERRY GUMMIES","INDICA","","12.000000","0.000000","0.000000","9.350000","100","MILLIGRAMS","112.200000000000","22.0","264.0","A. LIVE ADULT USE PRODUCTS","06/26/2025","13:46:45","05/20/2025","#000753","0001088508","","","WYLD,EDIBLE,GUMMY","","85p","WYLD","M000117","","","11/09/2025","","100.0","","100 MG","","f9c7efd4-4a5d-47ca-a35b-f3b1777f9d8e","ADULT",
"07/27/2025","08:13 AM","07/02/2025","13:48:53","f65ce8e4-8109-49c4-a0b5-85fc40c71424","1d0d01de-6988-4c57-9d97-4742139403ed","1A41103000002BF000106746","CZLM4","RE000727","EDIBLE","OTHER","WANA","WANA QUICK PEACH BELINI 100MG 10PK SOFT LOZENGES","SATIVA","","13.000000","0.000000","0.000000","11.250000","100","MILLIGRAMS","146.250000000000","30.0","390.0","A. LIVE ADULT USE PRODUCTS","07/02/2025","13:49:47","04/23/2025","#6789 (AU)","0001092103","","","100MG 10PK,GUMMY","","zFL","TERRASCEND NJ","MM000005","","","09/18/2025","","100.0","","100 MG","","f5959d22-86bc-4201-88bc-0540c0729f6b","ADULT",,,,,,,,0.2215 %,,3.5936 %,0.5121 %,,,,92.9589 %,
"07/27/2025","08:13 AM","07/21/2025","14:17:21","72eb37cb-ee4e-41db-a939-e7f337d8be9c","aae2f55c-3232-452c-abff-3d0973bca313","1A41103000076C1000001165","19B4F","RE000727","FLOWER","PRE-PACK","BLISS CO","BLISS CO 3.5 FANTASY MELON FLOWER","HYBRID","","30.000000","0.000000","0.000000","32.500000","3.5","GRAMS","975.000000000000","65.0","1950.0","A. LIVE ADULT USE PRODUCTS","07/21/2025","14:21:30","07/16/2025","# 072125-61","0001102159","","","CLEAR MIND,HAPPY,SOCIAL,TOP SHELF","","wYn","BLISS CO ","C000206","","","11/02/2025","","","","3.5 G","","3e2722ee-a7a1-4ccd-8da4-9162083eca71","ADULT",,0.102 %,0.0521 %,0.375 %,0.0281 %,0.0742 %,,0.076 %,0.0867 %,0.1552 %,,,0.538 %,,28.49 %,32.35 %
"07/27/2025","08:13 AM","07/21/2025","14:17:21","72eb37cb-ee4e-41db-a939-e7f337d8be9c","b54f73b1-7eda-4af4-b5c0-1a4e1a727dc7","1A41103000076C1000001167","5QLOR","RE000727","FLOWER","PRE-PACK","WONDERBRETT","WONDERBRETT 3.5 JUICY FRUIT FLOWER","HYBRID","","30.000000","0.000000","0.000000","32.500000","3.5","GRAMS","975.000000000000","65.0","1950.0","A. LIVE ADULT USE PRODUCTS","07/21/2025","14:21:30","07/16/2025","# 072125-61","0001102159","","","TOP SHELF","","Ezc","BLISS CO ","C000206","","","11/02/2025","","","","3.5 G","","bf591d80-9b34-446f-a5f6-ebd3d0d3ac27","ADULT",0.0391 %,0.0772 %,0.0264 %,0.323 %,0.24 %,0.039 %,,0.0475 %,0.0542 %,0.3173 %,,,0.28 %,,26.37 %,29.96 %
"07/27/2025","08:13 AM","06/26/2025","12:29:07","e616efe5-45cd-4f9a-8b4b-7826ef4ee072","6b34cb91-3d29-48a3-b866-eb7412b7fac7","1A4110300005461000007088","EDVQ8","RE000727","FLOWER","PRE-PACK","GREEN JOY","GREEN JOY 3.5G PEACH CRESCENDO FLOWER","INDICA","","9.000000","0.000000","0.000000","25.000000","3.5","GRAMS","225.000000000000","50.0","450.0","A. LIVE ADULT USE PRODUCTS","06/26/2025","12:44:37","06/25/2025","# 1011063","0001088559","","","TOP SHELF","","X9j","GREEN MEDICINE NJ LLC","C000346","","","11/27/2025","","","","3.5 G","","722c3252-bdc8-4084-a38f-09b36606bf44","ADULT",0.06 %,0.18 %,0.14 %,0.59 %,0.47 %,0.15 %,,,,0.46 %,,,1.29 %,,28.38 %,31.7 %
"07/27/2025","08:13 AM","06/26/2025","13:37:45","985c8084-f90b-42ae-9b28-0ccee8e087e9","c7f8472e-4d23-4577-8886-482a478dec0d","1A4110300006339000025586","TV2E7","RE000727","EDIBLE","GUMMY","WYLD","WYLD 100MG 10PK 1:1 BLOOD ORANGE THC:CBC GUMMIES","SATIVA","","30.000000","0.000000","0.000000","11.050000","100","MILLIGRAMS","331.500000000000","26.0","780.0","A. LIVE ADULT USE PRODUCTS","06/26/2025","13:46:45","05/29/2025","#000753","0001088508","","","CREATIVE,ADVENTUROUS,MOOD & CLARITY,THC:CBC,EDIBLE,1:1,WYLD,SATIVA,100MG 10PK,GUMMY,RATIO,BLOOD ORANGE,BLOOD ORANGE","","jYk","WYLD","M000117","","","11/22/2025","","100.0","","100 MG","","b6f4b59e-6fba-4006-975b-ccead45d8132","ADULT",
"07/27/2025","08:13 AM","07/02/2025","13:48:53","f65ce8e4-8109-49c4-a0b5-85fc40c71424","6952b68c-d897-471e-9c12-b6b4a41408ae","1A41103000002BF000106745","AI5VT","RE000727","EDIBLE","OTHER","WANA","WANA CLASSIC BLUEBERRY 100MG 10 PK SOFT LOZENGE","INDICA","","19.000000","0.000000","0.000000","10.500000","100","MILLIGRAMS","199.500000000000","28.0","532.0","A. LIVE ADULT USE PRODUCTS","07/02/2025","13:49:47","04/30/2025","#6789 (AU)","0001092103","","","100MG 10PK,GUMMY","","b8x","TERRASCEND NJ","MM000005","","","09/20/2025","","100.0","","100 MG","","748bdc67-b06c-4981-ab23-5af0057255a5","ADULT",,,,,,,,0.2215 %,,3.5936 %,0.5121 %,,,,92.9589 %,
